DATE,age,bmr,body_fat,gender,goal_body_weight,goal_body_weight_intent,height,m_active_time,m_calories,m_distance,m_inactive_time,m_lcat,m_lcit,m_steps,m_total_calories,m_workout_count,m_workout_time,n_asleep_time,n_awake,n_awake_time,n_awakenings,n_bedtime,n_clinical_deep,n_count,n_deep,n_duration,n_light,n_quality,n_rem,o_count,o_mood,s_asleep_time,s_awake,s_awake_time,s_awakenings,s_bedtime,s_clinical_deep,s_count,s_deep,s_duration,s_light,s_quality,s_rem,weight
20141113,30.693150684931506,1675.9591191780823,,0,70.0,2,1.79,,,,,,,,1675.9591191780823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141114,30.695890410958903,1675.9406123287672,,0,70.0,2,1.79,,,,,,,,1675.9406123287672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141115,30.698630136986303,1675.922105479452,,0,70.0,2,1.79,6568.0,586.905818618631,11367.0,20700.0,996.0,5520.0,13254.0,2262.827924098083,0.0,0.0,,,,,,,,,,,,,1.0,80.0,11519.0,2137.0,36000.0,2.0,10370.0,0.0,1.0,9670.0,23503.0,13833.0,62.0,0.0,67.0
20141116,30.7013698630137,1675.9035986301371,,0,70.0,2,1.79,4398.0,336.29553062055,6821.0,20340.0,1033.0,7320.0,8441.0,2012.199129250687,0.0,0.0,,,,,,,,,,,,,1.0,50.0,9539.0,1705.0,34500.0,0.0,7863.0,0.0,1.0,11279.0,25080.0,13801.0,70.0,0.0,67.0
20141117,30.704109589041096,1675.885091780822,,0,70.0,2,1.79,4195.0,332.750157624871,6920.0,22080.0,1074.0,4200.0,8389.0,2008.635249405693,0.0,0.0,,,,,,,,,,,,,,,4319.0,688.0,17400.0,0.0,3632.0,0.0,1.0,6480.0,13315.0,6835.0,37.0,0.0,67.0
20141118,30.706849315068492,1675.8665849315068,,0,70.0,2,1.79,5106.0,408.665449873,8259.0,26100.0,546.0,8160.0,10020.0,2084.532034804507,0.0,0.0,,,,,,,,,,,,,,,18599.0,1021.0,24600.0,0.0,17590.0,0.0,1.0,4080.0,6049.0,1969.0,20.0,0.0,67.0
20141119,30.70958904109589,1675.848078082192,,0,70.0,2,1.79,2855.0,240.897288546,4781.0,25440.0,952.0,13800.0,5750.0,1916.745366628192,0.0,0.0,,,,,,,,,,,,,,,4619.0,1035.0,45900.0,1.0,3918.0,0.0,1.0,19056.0,41195.0,22139.0,100.0,0.0,67.0
20141120,30.71232876712329,1675.8295712328768,,0,70.0,2,1.79,6361.0,470.882229216,9894.0,23520.0,987.0,5460.0,12232.0,2146.7118004488766,0.0,0.0,,,,,,,,,,,,,,,5039.0,3321.0,29700.0,2.0,4070.0,0.0,1.0,9900.0,22620.0,12720.0,63.0,0.0,67.0
20141121,30.715068493150685,1675.8110643835616,,0,70.0,2,1.79,4385.0,327.2777406462,6805.0,22320.0,628.0,4080.0,8402.0,2003.0888050297617,0.0,0.0,,,,,,,,,,,,,,,4319.0,3775.0,30900.0,2.0,2418.0,0.0,1.0,11101.0,25201.0,14100.0,68.0,0.0,67.0
20141122,30.71780821917808,1675.7925575342467,,0,70.0,2,1.79,3451.0,254.3010718375,5304.0,22020.0,356.0,4440.0,6579.0,1930.0936293717468,0.0,0.0,,,,,,,,,,,,,,,17759.0,1242.0,32100.0,1.0,16765.0,0.0,1.0,3773.0,14223.0,10450.0,34.0,0.0,67.0
20141123,30.720547945205478,1675.7740506849316,,0,70.0,2,1.79,4884.0,322.025880791,6964.0,24000.0,1192.0,5820.0,8889.0,1997.7999314759315,0.0,0.0,,,,,,,,,,,,,,,14579.0,3455.0,36900.0,1.0,11785.0,0.0,1.0,11580.0,21900.0,10320.0,65.0,0.0,67.0
20141124,30.723287671232878,1675.7555438356164,,0,70.0,2,1.79,3928.0,309.70400114387,6407.0,23700.0,776.0,6120.0,7771.0,1985.4595449794865,0.0,0.0,,,,,,,,,,,,,,,6059.0,1435.0,20100.0,1.0,5044.0,0.0,1.0,4860.0,13807.0,8947.0,35.0,0.0,67.0
20141125,30.726027397260275,1675.7370369863015,,0,70.0,2,1.79,3214.0,248.7704512622,5186.0,25800.0,697.0,6660.0,6288.0,1924.5074882485014,0.0,0.0,,,,,,,,,,,,,,,8939.0,752.0,31800.0,0.0,8188.0,0.0,1.0,8280.0,22934.0,14654.0,60.0,0.0,67.0
20141126,30.72876712328767,1675.7185301369864,,0,70.0,2,1.79,4354.0,339.47902341938,6913.0,22440.0,1023.0,5460.0,8467.0,2015.1975535563663,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141127,30.731506849315068,1675.7000232876712,,0,70.0,2,1.79,4835.0,364.8249116394,7460.0,24480.0,911.0,6060.0,9203.0,2040.5249349270712,0.0,0.0,,,,,,,,,,,,,,,6299.0,4632.0,30600.0,2.0,2374.0,0.0,1.0,8700.0,23816.0,15116.0,63.0,0.0,67.0
20141128,30.734246575342464,1675.6815164383563,,0,70.0,2,1.79,709.0,53.1718630791,1115.0,26460.0,149.0,5580.0,1364.0,1728.8533795174562,0.0,0.0,,,,,,,,,,,,,,,6899.0,2474.0,33600.0,0.0,5373.0,0.0,1.0,11280.0,26821.0,15541.0,74.0,0.0,67.0
20141129,30.736986301369864,1675.6630095890412,,0,70.0,2,1.79,1264.0,104.942930847,2097.0,7980.0,603.0,6420.0,2533.0,1780.6059404360412,0.0,0.0,,,,,,,,,,,,,,,13319.0,6937.0,34800.0,3.0,12620.0,0.0,1.0,7440.0,18807.0,11367.0,49.0,0.0,67.0
20141130,30.73972602739726,1675.644502739726,,0,70.0,2,1.79,4741.0,327.154581904,7034.0,16440.0,1054.0,2760.0,8829.0,2002.799084643726,0.0,0.0,,,,,,,,,,,,,,,11459.0,1716.0,30000.0,0.0,9744.0,0.0,1.0,8880.0,18632.0,9752.0,53.0,0.0,67.0
20141201,30.742465753424657,1675.625995890411,,0,70.0,2,1.79,3943.0,321.998480842,6480.0,23700.0,781.0,3960.0,7880.0,1997.624476732411,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141202,30.745205479452054,1675.607489041096,,0,70.0,2,1.79,2785.0,219.4654657694,4502.0,24780.0,405.0,9300.0,5459.0,1895.072954810496,0.0,0.0,,,,,,,,,,,,,,,358.0,10271.0,41400.0,6.0,-612.0,0.0,1.0,14341.0,31962.0,17621.0,94.0,0.0,67.0
20141203,30.747945205479454,1675.5889821917808,,0,70.0,2,1.79,2871.0,224.56929917634,4654.0,23820.0,723.0,8040.0,5671.0,1900.1582813681207,0.0,0.0,,,,,,,,,,,,,,,5819.0,4399.0,36000.0,1.0,2681.0,0.0,1.0,10380.0,28980.0,18600.0,78.0,0.0,67.0
20141204,30.75068493150685,1675.570475342466,,0,70.0,2,1.79,321.0,26.7255340219,529.0,27900.0,52.0,9300.0,639.0,1702.296009364366,0.0,0.0,,,,,,,,,,,,,,,7979.0,6619.0,36900.0,1.0,5609.0,0.0,1.0,13080.0,27061.0,13981.0,78.0,0.0,67.0
20141205,30.753424657534246,1675.5519684931508,,0,70.0,2,1.79,4022.0,403.825069517,6610.0,23040.0,719.0,3420.0,7994.0,2079.3770380101505,0.0,0.0,,,,,,,,,,,,,,,5099.0,3319.0,30900.0,3.0,3496.0,0.0,1.0,7260.0,24325.0,17065.0,60.0,0.0,67.0
20141206,30.756164383561643,1675.5334616438356,,0,70.0,2,1.79,1224.0,117.953754216,1962.0,27600.0,1126.0,16920.0,2408.0,1793.4872158598355,0.0,0.0,,,,,,,,,,,,,,,10739.0,4859.0,40800.0,1.0,7972.0,0.0,1.0,9360.0,29400.0,20040.0,76.0,0.0,67.0
20141207,30.75890410958904,1675.5149547945207,,0,70.0,2,1.79,287.0,24.2843648195,443.0,27360.0,135.0,12180.0,551.0,1699.7993196140208,0.0,0.0,,,,,,,,,,,,,,,15059.0,2865.0,45300.0,2.0,13794.0,0.0,1.0,8761.0,28735.0,19974.0,74.0,0.0,67.0
20141208,30.76164383561644,1675.4964479452055,,0,70.0,2,1.79,2755.0,284.782864839,4548.0,25680.0,755.0,9600.0,5491.0,1960.2793127842056,0.0,0.0,,,,,,,,,,,,,,,9659.0,9705.0,27600.0,0.0,2715.0,0.0,1.0,13020.0,18120.0,5100.0,59.0,0.0,67.0
20141209,30.764383561643836,1675.4779410958904,,0,70.0,2,1.79,4423.0,390.830317348,7281.0,22680.0,991.0,5940.0,8721.0,2066.3082584438903,0.0,0.0,,,,,,,,,,,,,,,7439.0,1953.0,31500.0,0.0,5487.0,0.0,1.0,7380.0,24069.0,16689.0,60.0,0.0,67.0
20141210,30.767123287671232,1675.4594342465755,,0,70.0,2,1.79,4386.0,357.91598276819997,7182.0,23100.0,668.0,4260.0,8643.0,2033.3754170147754,0.0,0.0,,,,,,,,,,,,,,,6419.0,2032.0,31800.0,1.0,5405.0,0.0,1.0,11497.0,24401.0,12904.0,68.0,0.0,67.0
20141211,30.76986301369863,1675.4409273972603,,0,70.0,2,1.79,3989.0,303.954890937,6369.0,23880.0,916.0,5820.0,7776.0,1979.3958183342604,0.0,0.0,,,,,,,,,,,,,,,7499.0,2503.0,33000.0,0.0,5021.0,0.0,1.0,9780.0,25740.0,15960.0,69.0,0.0,67.0
20141212,30.77260273972603,1675.4224205479452,,0,70.0,2,1.79,3494.0,299.89336758850004,5838.0,24000.0,669.0,4800.0,7001.0,1975.3157881364452,0.0,0.0,,,,,,,,,,,,,,,8699.0,2031.0,31500.0,0.0,6669.0,0.0,1.0,9480.0,22890.0,13410.0,63.0,0.0,67.0
20141213,30.775342465753425,1675.4039136986303,,0,70.0,2,1.79,1381.0,105.531141669,2215.0,25140.0,1175.0,9960.0,2716.0,1780.9350553676302,0.0,0.0,10379.0,1629.0,36600.0,0.0,8751.0,0.0,1.0,11940.0,26326.0,14386.0,74.0,0.0,,,36959.0,672.0,41700.0,0.0,36708.0,0.0,1.0,2100.0,5040.0,2940.0,13.0,0.0,67.0
20141214,30.778082191780822,1675.3854068493151,,0,70.0,2,1.79,1315.0,100.448019966,2082.0,23940.0,232.0,9900.0,2551.0,1775.833426815315,0.0,0.0,,,,,,,,,,,,,,,14219.0,1647.0,40800.0,0.0,13154.0,0.0,1.0,4680.0,26641.0,21961.0,60.0,0.0,67.0
20141215,30.78082191780822,1675.3669,,0,70.0,2,1.79,6393.0,467.03457508199995,10027.0,21000.0,943.0,2340.0,12360.0,2142.4014750819997,0.0,0.0,,,,,,,,,,,,,,,6899.0,649.0,27900.0,0.0,6253.0,0.0,1.0,10456.0,21015.0,10559.0,60.0,0.0,67.0
20141216,30.783561643835615,1675.348393150685,,0,70.0,2,1.79,5280.0,434.874584965,8691.0,23820.0,1135.0,5220.0,10458.0,2110.2229781156852,0.0,0.0,,,,,,,,,,,,,,,4919.0,4512.0,31500.0,0.0,408.0,0.0,1.0,11940.0,26642.0,14702.0,75.0,0.0,67.0
20141217,30.786301369863015,1675.32988630137,,0,70.0,2,1.79,4317.0,353.3099640612,7118.0,24180.0,839.0,6720.0,8560.0,2028.6398503625699,0.0,0.0,,,,,,,,,,,,,,,10139.0,4026.0,31800.0,1.0,7376.0,0.0,1.0,7260.0,20942.0,13682.0,54.0,0.0,67.0
20141218,30.78904109589041,1675.311379452055,,0,70.0,2,1.79,4321.0,339.32015993799996,6923.0,22740.0,693.0,5040.0,8414.0,2014.631539390055,0.0,0.0,,,,,,,,,,,,,,,10019.0,3619.0,32100.0,0.0,6401.0,0.0,1.0,7980.0,22257.0,14277.0,58.0,0.0,67.0
20141219,30.791780821917808,1675.2928726027399,,0,70.0,2,1.79,6037.0,522.451540537,10196.0,22740.0,826.0,3420.0,12044.0,2197.7444131397397,0.0,0.0,,,,,,,,,,,,,,,6899.0,2827.0,30000.0,0.0,4134.0,0.0,1.0,8281.0,23220.0,14939.0,61.0,0.0,67.0
20141220,30.794520547945204,1675.2743657534247,,0,70.0,2,1.79,7143.0,542.530651405,11351.0,19860.0,986.0,3540.0,13909.0,2217.8050171584246,0.0,0.0,,,,,,,,,,,,,,,7859.0,1807.0,32700.0,1.0,7092.0,0.0,1.0,9133.0,24493.0,15360.0,64.0,0.0,67.0
20141221,30.797260273972604,1675.2558589041096,,0,70.0,2,1.79,5313.0,400.2876838144,8366.0,21120.0,1004.0,7440.0,10237.0,2075.5435427185093,0.0,0.0,6128.0,2212.0,6180.0,0.0,6128.0,0.0,1.0,0.0,201.0,201.0,0.0,0.0,,,10439.0,1942.0,39600.0,0.0,8542.0,0.0,1.0,10379.0,29340.0,18961.0,77.0,0.0,67.0
20141222,30.8,1675.2373520547947,,0,70.0,2,1.79,3964.0,298.677453309,6321.0,23760.0,760.0,4140.0,7720.0,1973.9148053637946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141223,30.802739726027397,1675.2188452054795,,0,70.0,2,1.79,4950.0,373.34184512499996,7760.0,22260.0,811.0,3300.0,9518.0,2048.5606903304797,0.0,0.0,,,,,,,,,,,,,,,5099.0,3912.0,28800.0,1.0,2028.0,0.0,1.0,12360.0,23035.0,10675.0,67.0,0.0,67.0
20141224,30.805479452054794,1675.2003383561644,,0,70.0,2,1.79,5641.0,389.620320216,8170.0,22380.0,1425.0,3780.0,10373.0,2064.8206585721646,0.0,0.0,,,,,,,,,,,,,,,1259.0,3840.0,33000.0,2.0,-512.0,0.0,1.0,8880.0,30692.0,21812.0,77.0,0.0,67.0
20141225,30.80821917808219,1675.1818315068494,,0,70.0,2,1.79,3623.0,289.7128703003,5845.0,24720.0,705.0,3720.0,7109.0,1964.8947018071494,0.0,0.0,,,,,,,,,,,,,,,-4081.0,4431.0,31200.0,1.0,-7756.0,0.0,1.0,8280.0,35082.0,26802.0,87.0,0.0,67.0
20141226,30.81095890410959,1675.1633246575343,,0,70.0,2,1.79,4189.0,336.09669105,6862.0,24300.0,753.0,7740.0,8303.0,2011.2600157075344,0.0,0.0,,,,,,,,,,,,,,,8999.0,3063.0,31800.0,2.0,6823.0,0.0,1.0,6780.0,22431.0,15651.0,56.0,0.0,67.0
20141227,30.813698630136987,1675.1448178082192,,0,70.0,2,1.79,4908.0,372.04482959200004,7476.0,23160.0,945.0,4860.0,9224.0,2047.1896474002192,0.0,0.0,,,,,,,,,,,,,,,2039.0,2842.0,24900.0,1.0,-382.0,0.0,1.0,9420.0,22541.0,13121.0,62.0,0.0,67.0
20141228,30.816438356164383,1675.1263109589042,,0,70.0,2,1.79,3835.0,301.350618485,6077.0,26040.0,1102.0,12240.0,7371.0,1976.4769294439043,0.0,0.0,,,,,,,,,,,,,,,16200.0,4492.0,44700.0,2.0,14049.0,0.0,1.0,8760.0,26939.0,18179.0,68.0,0.0,67.0
20141229,30.81917808219178,1675.107804109589,,0,70.0,2,1.79,3904.0,285.720604688,6056.0,23940.0,758.0,4860.0,7462.0,1960.828408797589,0.0,0.0,,,,,,,,,,,,,,,5639.0,8630.0,29400.0,2.0,3970.0,0.0,1.0,12841.0,16802.0,3961.0,58.0,0.0,67.0
20141230,30.82191780821918,1675.0892972602742,,0,70.0,2,1.79,3824.0,294.065462083,6025.0,22860.0,915.0,3840.0,7409.0,1969.1547593432742,0.0,0.0,,,,,,,,,,,,,,,2099.0,3906.0,26700.0,2.0,478.0,0.0,1.0,11340.0,22389.0,11049.0,67.0,0.0,67.0
20141231,30.824657534246576,1675.070790410959,,0,70.0,2,1.79,5653.0,415.357981063,8762.0,23940.0,802.0,4380.0,10865.0,2090.428771473959,0.0,0.0,,,,,,,,,,,,,,,5999.0,2619.0,16200.0,0.0,3381.0,0.0,1.0,10201.0,10201.0,0.0,39.0,0.0,67.0
